Date,Open,High,Low,Close,Adj Close,Volume,Stock
2022-08-02,98.940002,98.940002,97.620003,97.650002,97.650002,35300,"Hitachi, Ltd. (HTHIY)"
2022-08-03,99.720001,99.720001,98.190002,99.230003,99.230003,39100,"Hitachi, Ltd. (HTHIY)"
2022-08-04,96.25,99.339996,96.25,99.199997,99.199997,15400,"Hitachi, Ltd. (HTHIY)"
2022-08-05,98.360001,98.879997,97.989998,98.879997,98.879997,24000,"Hitachi, Ltd. (HTHIY)"
2022-08-08,99.379997,100.470001,98.349998,98.559998,98.559998,83800,"Hitachi, Ltd. (HTHIY)"
2022-08-09,96.889999,98.059998,96.889999,97.510002,97.510002,75300,"Hitachi, Ltd. (HTHIY)"
2022-08-10,100.760002,101.050003,100.32,100.730003,100.730003,30100,"Hitachi, Ltd. (HTHIY)"
2022-08-11,101.410004,101.809998,100.730003,100.970001,100.970001,56900,"Hitachi, Ltd. (HTHIY)"
2022-08-12,102.879997,104.0,102.879997,104.0,104.0,63600,"Hitachi, Ltd. (HTHIY)"
2022-08-15,103.419998,104.0,103.410004,103.910004,103.910004,27600,"Hitachi, Ltd. (HTHIY)"
2022-08-16,102.120003,103.809998,101.120003,103.610001,103.610001,37400,"Hitachi, Ltd. (HTHIY)"
2022-08-17,102.769997,103.639999,102.360001,103.300003,103.300003,31700,"Hitachi, Ltd. (HTHIY)"
2022-08-18,103.75,103.75,102.540001,103.010002,103.010002,34800,"Hitachi, Ltd. (HTHIY)"
2022-08-19,105.610001,105.610001,101.980003,102.339996,102.339996,42400,"Hitachi, Ltd. (HTHIY)"
2022-08-22,101.519997,104.529999,100.43,100.449997,100.449997,32300,"Hitachi, Ltd. (HTHIY)"
2022-08-23,97.029999,101.0,97.029999,100.199997,100.199997,38700,"Hitachi, Ltd. (HTHIY)"
2022-08-24,100.199997,102.5,100.199997,101.93,101.93,28400,"Hitachi, Ltd. (HTHIY)"
2022-08-25,103.230003,104.059998,102.970001,104.059998,104.059998,38600,"Hitachi, Ltd. (HTHIY)"
2022-08-26,103.290001,103.550003,101.309998,101.309998,101.309998,44500,"Hitachi, Ltd. (HTHIY)"
2022-08-29,99.860001,100.349998,99.57,100.169998,100.169998,27900,"Hitachi, Ltd. (HTHIY)"
2022-08-30,101.010002,101.010002,99.410004,99.889999,99.889999,22900,"Hitachi, Ltd. (HTHIY)"
2022-08-31,100.309998,100.629997,99.620003,99.620003,99.620003,21300,"Hitachi, Ltd. (HTHIY)"
2022-09-01,99.720001,99.879997,98.980003,99.82,99.82,39400,"Hitachi, Ltd. (HTHIY)"
2022-09-02,96.019997,99.739998,96.019997,98.010002,98.010002,23400,"Hitachi, Ltd. (HTHIY)"
2022-09-06,97.309998,97.419998,96.379997,96.559998,96.559998,29400,"Hitachi, Ltd. (HTHIY)"
2022-09-07,95.0,96.239998,94.68,96.239998,96.239998,39100,"Hitachi, Ltd. (HTHIY)"
2022-09-08,96.0,97.779999,96.0,97.160004,97.160004,49800,"Hitachi, Ltd. (HTHIY)"
2022-09-09,98.120003,98.629997,98.120003,98.610001,98.610001,34100,"Hitachi, Ltd. (HTHIY)"
2022-09-12,98.400002,98.800003,98.059998,98.099998,98.099998,41800,"Hitachi, Ltd. (HTHIY)"
2022-09-13,95.809998,96.150002,94.0,94.349998,94.349998,26900,"Hitachi, Ltd. (HTHIY)"
2022-09-14,96.349998,96.629997,95.769997,96.050003,96.050003,25300,"Hitachi, Ltd. (HTHIY)"
2022-09-15,95.0,95.559998,94.239998,94.470001,94.470001,39200,"Hitachi, Ltd. (HTHIY)"
2022-09-16,91.489998,93.970001,91.489998,93.400002,93.400002,26600,"Hitachi, Ltd. (HTHIY)"
2022-09-19,91.389999,94.379997,91.389999,94.139999,94.139999,52700,"Hitachi, Ltd. (HTHIY)"
2022-09-20,92.550003,93.019997,92.059998,92.43,92.43,40300,"Hitachi, Ltd. (HTHIY)"
2022-09-21,90.0,92.010002,89.93,89.93,89.93,35700,"Hitachi, Ltd. (HTHIY)"
2022-09-22,91.730003,92.110001,91.07,91.25,91.25,75100,"Hitachi, Ltd. (HTHIY)"
2022-09-23,89.660004,90.050003,88.129997,88.830002,88.830002,45500,"Hitachi, Ltd. (HTHIY)"
2022-09-26,86.339996,88.239998,86.339996,87.709999,87.709999,59400,"Hitachi, Ltd. (HTHIY)"
2022-09-27,87.309998,87.669998,85.989998,86.529999,86.529999,130700,"Hitachi, Ltd. (HTHIY)"
2022-09-28,87.459999,89.0,87.169998,88.660004,88.660004,57700,"Hitachi, Ltd. (HTHIY)"
2022-09-29,87.160004,87.730003,86.139999,86.639999,86.639999,125100,"Hitachi, Ltd. (HTHIY)"
2022-09-30,86.599998,86.599998,84.510002,85.120003,85.120003,101500,"Hitachi, Ltd. (HTHIY)"
2022-10-03,85.769997,88.239998,85.769997,87.669998,87.669998,85300,"Hitachi, Ltd. (HTHIY)"
2022-10-04,89.57,90.660004,89.57,90.370003,90.370003,104700,"Hitachi, Ltd. (HTHIY)"
2022-10-05,89.75,89.970001,88.790001,89.720001,89.720001,45000,"Hitachi, Ltd. (HTHIY)"
2022-10-06,90.32,90.760002,89.839996,89.860001,89.860001,27400,"Hitachi, Ltd. (HTHIY)"
2022-10-07,89.290001,89.470001,88.529999,88.629997,88.629997,60700,"Hitachi, Ltd. (HTHIY)"
2022-10-10,88.690002,88.690002,87.860001,88.410004,88.410004,61200,"Hitachi, Ltd. (HTHIY)"
2022-10-11,87.220001,87.870003,86.639999,86.980003,86.980003,86100,"Hitachi, Ltd. (HTHIY)"
2022-10-12,85.809998,86.300003,85.68,86.0,86.0,40800,"Hitachi, Ltd. (HTHIY)"
2022-10-13,83.489998,86.709999,83.489998,86.300003,86.300003,65200,"Hitachi, Ltd. (HTHIY)"
2022-10-14,87.43,87.459999,85.449997,85.449997,85.449997,42000,"Hitachi, Ltd. (HTHIY)"
2022-10-17,86.220001,87.480003,86.220001,87.300003,87.300003,64500,"Hitachi, Ltd. (HTHIY)"
2022-10-18,87.43,87.43,85.870003,86.360001,86.360001,64400,"Hitachi, Ltd. (HTHIY)"
2022-10-19,85.860001,86.18,85.07,85.300003,85.300003,26700,"Hitachi, Ltd. (HTHIY)"
2022-10-20,85.550003,86.470001,85.07,85.339996,85.339996,66500,"Hitachi, Ltd. (HTHIY)"
2022-10-21,83.980003,87.279999,83.980003,87.139999,87.139999,45300,"Hitachi, Ltd. (HTHIY)"
2022-10-24,86.220001,86.580002,85.57,86.379997,86.379997,81100,"Hitachi, Ltd. (HTHIY)"
2022-10-25,88.790001,89.75,88.57,89.660004,89.660004,57600,"Hitachi, Ltd. (HTHIY)"
2022-10-26,88.849998,89.889999,88.849998,89.199997,89.199997,27300,"Hitachi, Ltd. (HTHIY)"
