Date,Open,High,Low,Close,Adj Close,Volume,Stock
2018-08-23,5055.79257711,5119.16198211,5053.595992109999,5061.09753711,5061.09753711,24666000,Alphabet Inc. (GOOGL)
2018-08-24,5081.15691711,5128.40421711,5062.17510711,5125.71054078,5125.71054078,24454000,Alphabet Inc. (GOOGL)
2018-08-27,5156.3383128899995,5213.24229789,5141.99826,5206.61093211,5206.61093211,28580000,Alphabet Inc. (GOOGL)
2018-08-28,5205.07738422,5207.81283711,5151.48908211,5163.46668711,5163.46668711,27330000,Alphabet Inc. (GOOGL)
2018-08-29,5201.3475,5251.7861478899995,5192.22951711,5241.34175922,5241.34175922,36926000,Alphabet Inc. (GOOGL)
2018-08-30,5236.16113422,5261.40122211,5169.061845,5199.02658,5199.02658,30104000,Alphabet Inc. (GOOGL)
2018-08-31,5189.784345,5191.19339211,5080.12070922,5105.1951,5105.1951,42308000,Alphabet Inc. (GOOGL)
2018-09-04,5066.73405711,5088.90729789,5000.58783711,5020.27412922,5020.27412922,41458000,Alphabet Inc. (GOOGL)
2018-09-05,5011.61220711,5035.0287149999995,4871.19646422,4969.67011578,4969.67011578,53988000,Alphabet Inc. (GOOGL)
2018-09-06,4967.47344789,4969.21413789,4822.581645,4907.04663789,4907.04663789,46854000,Alphabet Inc. (GOOGL)
2018-09-07,4857.35383422,4925.94564078,4846.039597890001,4880.52183789,4880.52183789,32658000,Alphabet Inc. (GOOGL)
2018-09-10,4907.91681711,4918.11237,4851.59306211,4870.03600422,4870.03600422,27670000,Alphabet Inc. (GOOGL)
2018-09-11,4853.62395,4935.8509128900005,4832.27985789,4931.913555,4931.913555,29254000,Alphabet Inc. (GOOGL)
2018-09-12,4898.79883422,4934.814705,4833.15003711,4855.69636578,4855.69636578,35716000,Alphabet Inc. (GOOGL)
2018-09-13,4889.26673289,4923.08593578,4845.83220711,4899.37906422,4899.37906422,40068000,Alphabet Inc. (GOOGL)
2018-09-14,4923.6661657800005,4923.6661657800005,4863.653557109999,4882.13794422,4882.13794422,24176000,Alphabet Inc. (GOOGL)
2018-09-17,4881.2677650000005,4898.05299,4801.23747,4806.91551789,4806.91551789,34096000,Alphabet Inc. (GOOGL)
2018-09-18,4818.64428711,4896.02235078,4813.54655211,4837.08731211,4837.08731211,32314000,Alphabet Inc. (GOOGL)
2018-09-19,4844.75488578,4875.05093211,4801.90059,4866.76209789,4866.76209789,25962000,Alphabet Inc. (GOOGL)
2018-09-20,4893.286897890001,4948.5330828900005,4874.968125,4938.46178211,4938.46178211,29244000,Alphabet Inc. (GOOGL)
2018-09-21,4952.34577422,4959.225727110001,4857.60275289,4857.85125711,4857.85125711,91222000,Alphabet Inc. (GOOGL)
2018-09-24,4805.1748278899995,4912.01987211,4772.39183289,4888.68650289,4888.68650289,31150000,Alphabet Inc. (GOOGL)
2018-09-25,4908.12429078,4960.38618711,4866.01583922,4948.077105,4948.077105,33152000,Alphabet Inc. (GOOGL)
2018-09-26,4947.24837078,5003.40618,4912.8903,4948.78158711,4948.78158711,37650000,Alphabet Inc. (GOOGL)
2018-09-27,4973.4,5043.27618711,4965.318225,5003.90352,5003.90352,36274000,Alphabet Inc. (GOOGL)
2018-09-28,4990.35083922,5008.42110789,4964.406352110001,5002.74306,5002.74306,35612000,Alphabet Inc. (GOOGL)
2018-10-01,5027.27866578,5073.696817110001,4986.620955,5008.75241922,5008.75241922,33164000,Alphabet Inc. (GOOGL)
2018-10-02,5001.043815,5075.023305780001,4971.99103578,5005.06398,5005.06398,40180000,Alphabet Inc. (GOOGL)
2018-10-03,5023.13383422,5032.1690100000005,4982.31050922,5021.186085,5021.186085,26246000,Alphabet Inc. (GOOGL)
2018-10-04,4994.246752110001,4997.85238422,4823.57640789,4878.366615,4878.366615,46576000,Alphabet Inc. (GOOGL)
